iter,particle_idx,x,y,fitness
19,2,-3.599872e-02,-1.490667e-01,2.710121e-03
19,3,2.399949e-01,-1.569892e-01,7.765730e-03
19,4,-2.241062e-01,1.353297e+00,8.446649e-02
19,5,-2.236282e-01,1.421771e+00,3.726318e-01
19,6,-2.976621e-01,1.927352e-01,1.257495e-01
19,7,-2.633727e-01,1.927779e-01,8.231122e-02
19,8,-4.008931e-01,3.335043e-01,2.719404e-01
19,9,-6.422547e-03,2.700985e+00,3.515208e-01
19,10,5.359150e-01,-6.344684e-01,2.695629e-01
19,11,6.778907e-01,-3.422102e-02,2.585580e-01
19,12,1.014418e+00,-3.483330e+00,4.087167e-01
19,13,3.008599e-01,7.031569e-01,5.849464e-01
19,14,1.070176e-01,2.557508e+00,7.937899e-01
19,15,-8.407550e-02,4.460878e-02,7.814219e-03
19,16,-1.449546e-01,1.514262e-02,1.177524e-02
19,17,-1.706088e-01,8.845487e-02,1.770382e-02
19,18,1.128015e+00,2.986278e-01,6.526157e-02
19,19,-2.294042e+00,7.144425e-01,9.178430e-01
20,0,1.628179e-01,-4.363921e-01,3.183369e-02
20,1,6.369882e-02,7.983190e-02,1.987405e-03
20,2,-4.598489e-02,3.093729e-02,2.710121e-03
20,3,1.545504e-01,4.519295e-01,7.765730e-03
20,4,-2.417796e-01,1.044555e+00,8.446649e-02
20,5,-2.955395e-01,-4.595308e-01,2.985121e-01
20,6,-2.509636e-01,4.461768e-01,1.257495e-01
20,7,-2.528462e-01,3.032646e-01,8.231122e-02
20,8,-5.666696e-02,-1.526114e-01,2.650139e-02
20,9,2.106528e-01,-8.271325e-01,3.515208e-01
20,10,4.942110e-01,1.961897e+00,2.695629e-01
20,11,3.000953e-01,2.297685e-01,1.428508e-01
20,12,9.102621e-01,-3.643891e+00,4.087167e-01
20,13,4.640917e-02,5.214584e-01,2.740727e-01
20,14,-5.025375e-01,-1.130963e+00,7.937899e-01
20,15,-7.890426e-02,-4.270837e-02,7.814219e-03
20,16,-1.311711e-01,7.888384e-02,1.177524e-02
20,17,1.869314e-01,3.760891e-02,1.770382e-02
20,18,2.959275e-01,2.419445e-01,6.526157e-02
20,19,2.512170e+00,1.062749e-01,9.178430e-01
21,0,-9.153660e-02,-5.521093e-02,1.142720e-02
21,1,-1.637480e-01,6.098942e-02,1.987405e-03
21,2,-3.840085e-02,1.704102e-01,2.710121e-03
21,3,-1.613187e-01,2.418313e-01,7.765730e-03
21,4,-2.194521e-01,2.048768e-01,8.446649e-02
21,5,-3.070841e-01,-1.361072e+00,2.985121e-01
21,6,-2.688850e-01,2.066164e-03,7.230344e-02
21,7,-1.913551e-01,-5.017423e-02,3.913424e-02
21,8,1.874731e-01,-4.973856e-01,2.650139e-02
21,9,7.547221e-02,-1.697975e+00,3.515208e-01
21,10,3.258757e-01,-2.573124e-01,1.724046e-01
21,11,5.115584e-02,4.037183e-01,1.428508e-01
21,12,-3.937219e-01,-2.425103e+00,4.087167e-01
21,13,-1.398113e-01,3.884818e-01,1.704653e-01
21,14,-6.127148e-01,-2.137547e+00,7.937899e-01
21,15,-7.991853e-02,-8.536092e-02,7.814219e-03
21,16,-6.488913e-02,1.164731e-02,4.346260e-03
21,17,7.630288e-02,6.856608e-02,1.052344e-02
21,18,-4.206976e-01,1.259792e-01,6.526157e-02
21,19,2.579324e+00,3.947560e-01,9.178430e-01
22,0,-2.137338e-01,3.102371e-01,1.142720e-02
22,1,-1.347108e-01,-6.971999e-03,1.987405e-03
22,2,-3.134027e-02,8.403468e-02,2.710121e-03
22,3,-2.156160e-01,-3.627100e-01,7.765730e-03
22,4,-1.285891e-01,-5.653476e-01,8.446649e-02
22,5,-2.892100e-01,7.524702e-01,2.985121e-01
22,6,-2.588737e-01,-3.990555e-01,7.230344e-02
22,7,-1.817794e-02,-3.273477e-01,3.913424e-02
22,8,2.666996e-01,-3.718894e-01,2.650139e-02
22,9,1.564897e-01,-1.721415e+00,3.515208e-01
22,10,1.556833e-01,-1.810095e+00,1.724046e-01
22,11,2.111665e-01,3.123964e-01,1.421828e-01
22,12,-3.329053e-01,3.108365e+00,4.087167e-01
22,13,-2.936888e-01,2.786008e-01,1.638715e-01
22,14,-6.247987e-01,7.161400e-01,7.937899e-01
22,15,-7.802359e-02,1.463125e-02,6.301754e-03
22,16,-2.993769e-02,-2.380749e-02,1.463062e-03
22,17,-6.032640e-02,2.536233e-02,4.282522e-03
22,18,-2.366157e-01,6.255715e-02,5.990039e-02
22,19,2.333564e+00,2.722829e-01,9.178430e-01
23,0,1.149898e-01,6.562761e-02,1.142720e-02
23,1,4.441237e-02,2.181537e-02,1.987405e-03
23,2,-4.404303e-02,-7.937741e-02,2.710121e-03
23,3,-4.537843e-02,-1.854405e-02,2.403084e-03
23,4,-5.934758e-02,1.610585e-01,2.946199e-02
23,5,-2.602104e-01,4.502523e-01,2.704366e-01
23,6,-1.970740e-01,2.102153e-01,7.230344e-02
23,7,-1.713400e-01,-2.776467e-02,3.012828e-02
23,8,-3.661834e-01,7.975450e-02,2.650139e-02
23,9,-1.056539e-01,1.604765e+00,3.515208e-01
23,10,1.683732e-01,-7.504305e-01,1.724046e-01
23,11,3.455597e-01,2.356950e-01,1.421828e-01
23,12,1.125907e+00,3.098942e+00,4.087167e-01
23,13,-4.143673e-01,1.924265e-01,1.638715e-01
23,14,1.194805e-01,1.395948e+00,7.937899e-01
23,15,-1.251350e-02,3.507590e-02,1.386907e-03
23,16,-3.484629e-03,-5.064152e-02,1.463062e-03
23,17,-1.083534e-01,-2.497566e-02,4.282522e-03
23,18,-3.192962e-02,1.415119e-02,1.219757e-03
23,19,-1.241616e+00,3.802999e-01,9.178430e-01
24,0,2.620068e-01,-2.679795e-01,1.142720e-02
24,1,1.318037e-01,5.547631e-02,1.987405e-03
24,2,-3.755154e-02,-6.790545e-02,2.710121e-03
24,3,2.822107e-02,1.302506e-01,2.403084e-03
24,4,-2.663811e-02,4.594982e-01,2.946199e-02
24,5,-3.893761e-02,2.093154e-01,4.532906e-02
24,6,-1.994990e-01,2.329498e-01,7.230344e-02
24,7,-2.312444e-01,7.112912e-02,3.012828e-02
24,8,-4.354245e-01,-1.092175e-01,2.650139e-02
24,9,3.826446e-02,1.426183e+00,3.515208e-01
24,10,2.874552e-01,8.297427e-01,1.724046e-01
24,11,3.574675e-01,1.989230e-01,1.421828e-01
24,12,7.116486e-01,4.160036e-01,4.087167e-01
24,13,-3.377515e-01,2.262390e-01,1.638715e-01
24,14,-1.967721e-01,-9.186292e-02,4.715807e-02
24,15,2.525863e-02,4.686398e-02,1.386907e-03
24,16,-7.074148e-03,-1.991011e-02,4.464561e-04
24,17,-6.589032e-02,-1.992534e-02,4.282522e-03
24,18,5.724255e-02,-6.937029e-03,1.219757e-03
24,19,1.572192e+00,2.513016e-01,9.178430e-01
25,0,-1.014897e-01,-2.535681e-01,1.142720e-02
25,1,4.447286e-02,3.404152e-02,1.987405e-03
25,2,-3.385129e-02,1.223872e-01,2.710121e-03
25,3,-1.034429e-01,-1.083909e-01,2.403084e-03
25,4,-5.330297e-02,-5.049641e-02,5.391094e-03
25,5,1.100531e-01,-7.885803e-03,1.217387e-02
25,6,-2.347579e-01,2.460257e-02,5.571657e-02
25,7,-1.889803e-01,-5.569140e-02,3.012828e-02
25,8,2.672782e-01,-3.321805e-01,2.650139e-02
25,9,3.451416e-01,-3.953527e-01,2.754265e-01
25,10,2.832938e-01,2.351012e-01,1.355279e-01
25,11,9.767521e-02,3.643564e-01,1.421828e-01
25,12,-5.863348e-02,-1.253598e+00,4.087167e-01
25,13,-5.877586e-02,1.085169e-01,1.523052e-02
25,14,-1.447085e-01,-7.649433e-01,4.715807e-02
25,15,-5.511723e-03,-5.180355e-02,1.386907e-03
25,16,-8.880773e-03,-4.442822e-03,9.860680e-05
25,17,-2.353316e-02,-4.520439e-04,5.540141e-04
25,18,5.798671e-02,2.074769e-02,1.219757e-03
25,19,1.951163e+00,7.324445e-02,9.178430e-01
26,0,-1.978589e-01,-1.771797e-01,1.142720e-02
26,1,-4.034145e-02,2.063331e-02,1.987405e-03
26,2,-4.248291e-02,9.863248e-02,2.710121e-03
26,3,-9.224718e-02,-1.753874e-02,2.403084e-03
26,4,-6.862528e-02,-3.841866e-01,5.391094e-03
26,5,3.810246e-02,-2.331470e-01,1.217387e-02
26,6,-2.323377e-01,-1.454381e-01,5.571657e-02
26,7,-2.079227e-02,-1.966966e-01,3.012828e-02
26,8,3.389831e-01,-6.599442e-02,2.650139e-02
26,9,3.333551e-01,-1.487292e+00,2.754265e-01
26,10,2.811810e-01,-6.679971e-02,8.352497e-02
26,11,2.200492e-01,2.617512e-01,1.169354e-01
26,12,-6.066070e-01,-6.099244e-01,4.087167e-01
26,13,1.809700e-01,7.348981e-03,1.523052e-02
26,14,-8.318405e-02,-5.858031e-01,4.715807e-02
26,15,-3.706825e-02,-5.801849e-02,1.386907e-03
26,16,-1.029086e-02,7.629551e-03,9.860680e-05
26,17,2.420453e-02,1.139483e-02,5.540141e-04
26,18,-1.492582e-01,3.549691e-02,1.219757e-03
26,19,3.360929e-01,-1.110071e-02,1.130817e-01
27,0,-2.219782e-01,-6.256455e-02,1.142720e-02
27,1,-9.413494e-02,2.899864e-02,1.987405e-03
27,2,-3.987466e-02,-1.730180e-04,1.590018e-03
27,3,-3.248541e-04,4.351628e-02,1.893772e-03
27,4,-5.424456e-02,-1.011112e-01,5.391094e-03
27,5,-5.387615e-02,4.525695e-02,4.950831e-03
27,6,-6.659076e-02,-1.569939e-01,2.908141e-02
27,7,4.353339e-02,-6.942267e-02,6.714663e-03
27,8,-1.476617e-01,-5.553069e-03,2.183481e-02
27,9,2.289532e-01,-7.376730e-02,5.786119e-02
27,10,2.795640e-01,-2.978614e-01,8.352497e-02
27,11,3.291015e-01,1.482061e-01,1.169354e-01
27,12,1.508555e+00,8.530149e-01,4.087167e-01
27,13,-7.028858e-02,5.411600e-02,7.869026e-03
27,14,-1.012218e-01,9.246437e-01,4.715807e-02
27,15,-2.452943e-02,5.443662e-02,1.386907e-03
27,16,-8.482824e-03,4.902483e-04,7.219864e-05
27,17,-1.627140e-02,-1.278695e-02,4.282644e-04
27,18,-1.307325e-01,-1.691929e-02,1.219757e-03
27,19,-4.830464e-01,-2.801916e-02,1.130817e-01
28,0,-5.828945e-02,9.515071e-02,1.142720e-02
28,1,-3.948415e-02,1.687277e-02,1.843689e-03
28,2,-3.864599e-02,-4.671717e-02,1.590018e-03
28,3,2.887394e-02,4.631453e-02,1.893772e-03
28,4,-2.296002e-02,2.665553e-01,5.391094e-03
28,5,-1.131345e-01,2.246222e-01,4.950831e-03
28,6,4.863618e-02,-1.585614e-01,2.750720e-02
28,7,8.263703e-02,7.947270e-03,6.714663e-03
28,8,-2.355036e-01,1.981617e-04,2.183481e-02
28,9,-2.154066e-01,8.324521e-01,5.786119e-02
28,10,2.669081e-01,1.193994e-01,8.352497e-02
28,11,3.351456e-01,1.002291e-01,1.169354e-01
28,12,2.830249e+00,1.287817e+00,4.087167e-01
28,13,-2.757812e-01,9.236455e-02,7.869026e-03
28,14,-8.343198e-02,7.482038e-01,4.715807e-02
28,15,9.118610e-03,5.977649e-03,1.188813e-04
28,16,-7.716210e-03,-2.536838e-03,6.597544e-05
28,17,-4.807572e-02,-1.611260e-02,4.282644e-04
28,18,4.291300e-02,-1.823515e-02,1.219757e-03
28,19,-2.677970e-01,-1.404525e-02,7.191252e-02
29,0,5.288036e-02,1.458277e-01,1.142720e-02
29,1,8.544752e-03,-1.251510e-02,2.296405e-04
29,2,-4.121556e-02,1.696248e-02,1.590018e-03
29,3,-3.014151e-02,-8.893598e-05,9.085185e-04
29,4,-3.468253e-02,1.893815e-01,5.391094e-03
29,5,-6.194416e-02,1.438790e-01,4.950831e-03
29,6,-4.223523e-02,8.659725e-02,9.282898e-03
29,7,5.748644e-02,-2.090726e-02,3.741804e-03
29,8,-1.790777e-01,-1.811536e-02,2.183481e-02
29,9,-1.478805e-01,3.332575e-01,5.786119e-02
29,10,2.212943e-01,-6.673048e-02,5.342414e-02
29,11,1.673970e-01,1.698406e-01,5.686761e-02
29,12,-1.025081e+00,-3.263379e-01,4.087167e-01
29,13,1.096519e-01,8.344864e-02,7.869026e-03
29,14,-1.292919e-01,-7.130758e-01,4.715807e-02
29,15,2.134738e-02,-2.697063e-02,1.188813e-04
29,16,-7.334052e-03,-4.045843e-03,6.597544e-05
29,17,1.355301e-03,4.525480e-03,2.231681e-05
29,18,1.115635e-02,2.110219e-02,5.697666e-04
29,19,-1.873242e-03,-2.427264e-03,9.400649e-06
30,0,-5.504365e-02,-1.916637e-01,1.142720e-02
30,1,3.275157e-02,-2.732673e-02,2.296405e-04
30,2,2.052431e-02,2.238518e-02,9.223437e-04
30,3,-5.510750e-02,-1.971953e-02,9.085185e-04
30,4,-5.448194e-02,-3.215280e-01,5.391094e-03
30,5,-4.017254e-02,-1.082384e-01,4.950831e-03
30,6,-6.921624e-02,1.108709e-01,9.282898e-03
30,7,4.550790e-02,-3.464989e-02,3.271584e-03
30,8,-2.682237e-02,-1.202575e-02,8.640583e-04
30,9,-4.112296e-02,-3.830095e-01,5.786119e-02
30,10,1.887622e-01,-1.994801e-01,5.342414e-02
30,11,8.309546e-02,-1.148433e-01,2.009383e-02
30,12,-3.483379e+00,-9.896823e-01,4.087167e-01
30,13,1.656712e-01,5.003522e-02,7.869026e-03
30,14,-4.594517e-04,-9.260162e-01,4.715807e-02
30,15,1.209007e-02,1.089484e-02,1.188813e-04
30,16,3.616673e-03,1.459975e-03,1.521185e-05
30,17,3.289859e-02,1.769520e-02,2.231681e-05
30,18,-2.147002e-02,2.658057e-02,5.697666e-04
30,19,1.678200e-01,4.986491e-03,9.400649e-06
31,0,-1.306588e-01,-4.234461e-01,1.142720e-02
31,1,4.598343e-02,-2.833987e-02,2.296405e-04
31,2,4.414152e-02,-1.210662e-02,9.223437e-04
31,3,-1.829565e-02,1.848498e-02,6.764256e-04
31,4,-4.177191e-02,-3.443263e-01,5.391094e-03
31,5,-5.485202e-02,9.521043e-02,4.950831e-03
31,6,1.184118e-01,1.022547e-01,9.282898e-03
31,7,3.571396e-02,-2.588378e-02,1.945457e-03
31,8,7.954214e-02,-7.771595e-03,8.640583e-04
31,9,5.435022e-02,-5.531321e-02,6.013498e-03
31,10,7.504324e-02,-5.389936e-02,8.536630e-03
31,11,4.152668e-02,-2.552198e-01,2.009383e-02
31,12,-2.523951e+00,7.034939e-01,4.087167e-01
31,13,-2.550280e-01,2.715630e-02,7.869026e-03
31,14,-8.087206e-03,4.311073e-01,4.715807e-02
31,15,5.050702e-03,1.345378e-02,1.188813e-04
31,16,9.227799e-03,4.281144e-03,1.521185e-05
31,17,1.743204e-02,-3.917613e-03,2.231681e-05
31,18,2.185262e-02,-7.133758e-03,5.284275e-04
31,19,2.053269e-01,-1.137653e-02,9.400649e-06
32,0,-3.835253e-02,6.858589e-03,1.517957e-03
32,1,-3.502810e-02,-2.431157e-03,2.296405e-04
32,2,-3.365307e-03,-1.884331e-02,3.663955e-04
32,3,2.260359e-03,3.981868e-02,6.764256e-04
32,4,-2.363836e-02,4.146009e-02,2.277712e-03
32,5,-6.505712e-02,2.239161e-01,4.950831e-03
32,6,1.679523e-01,5.494943e-02,9.282898e-03
32,7,-2.459887e-03,-2.770201e-03,1.372506e-05
32,8,7.879363e-03,-1.151857e-02,1.947617e-04
32,9,9.428057e-03,8.250076e-02,6.013498e-03
32,10,5.704967e-03,2.058471e-02,4.562770e-04
32,11,1.045586e-01,-2.169500e-02,1.140317e-02
32,12,1.805102e+00,-2.887530e-01,4.087167e-01
32,13,-2.974595e-01,7.317842e-02,7.869026e-03
32,14,-1.966261e-01,-8.342609e-02,4.562175e-02
32,15,2.351469e-03,3.425052e-03,1.726039e-05
32,16,6.966462e-03,1.843939e-03,1.521185e-05
32,17,-1.823276e-02,-1.581317e-02,2.231681e-05
32,18,5.618649e-02,-3.572596e-02,5.284275e-04
32,19,-9.615227e-02,-2.255684e-03,9.400649e-06
33,0,5.711127e-02,2.993780e-01,1.517957e-03
33,1,-4.780141e-02,6.587560e-03,2.296405e-04
33,2,-3.151916e-02,-1.561785e-02,3.663955e-04
33,3,-1.437935e-02,9.994586e-03,3.066575e-04
33,4,-6.408974e-03,3.229718e-01,2.277712e-03
33,5,-3.738694e-02,-6.848347e-02,4.950831e-03
33,6,2.547388e-02,3.129053e-02,1.628016e-03
33,7,-3.678507e-02,1.801308e-02,1.372506e-05
33,8,-6.665017e-02,-5.920873e-03,1.947617e-04
33,9,3.308541e-03,-9.138647e-02,6.013498e-03
33,10,-3.310992e-02,6.228017e-02,4.562770e-04
33,11,-5.715891e-03,1.370015e-01,1.140317e-02
33,12,4.471893e+00,-6.072881e-01,4.087167e-01
33,13,4.955699e-02,5.898319e-02,5.934912e-03
33,14,-2.817418e-01,-3.631825e-01,4.562175e-02
33,15,1.655330e-03,-3.823051e-03,1.726039e-05
33,16,1.273245e-03,4.293771e-04,1.805517e-06
33,17,-1.099886e-02,4.079827e-03,2.231681e-05
33,18,3.819333e-02,-6.278087e-04,5.284275e-04
33,19,-2.108431e-01,5.165672e-03,9.400649e-06
34,0,7.108770e-03,-1.363843e-01,1.517957e-03
34,1,-1.725075e-03,-1.224951e-02,1.530264e-04
34,2,2.238569e-02,-1.565524e-02,3.663955e-04
34,3,-2.913259e-02,-1.644831e-02,3.066575e-04
34,4,-7.013816e-03,-4.937789e-02,2.277712e-03
34,5,-2.012095e-02,-2.000115e-01,4.950831e-03
34,6,-1.035406e-01,-8.702240e-03,1.628016e-03
34,7,-7.943291e-03,-3.721165e-03,1.372506e-05
34,8,2.908439e-02,-2.084385e-03,1.947617e-04
34,9,6.003252e-02,-1.020204e-01,6.013498e-03
34,10,-4.334407e-02,3.190321e-02,4.562770e-04
34,11,-3.258813e-02,-4.188993e-02,2.816752e-03
34,12,7.712387e-01,-3.749622e-01,4.087167e-01
34,13,3.292731e-01,4.754098e-02,5.934912e-03
34,14,3.070775e-02,-1.453219e-02,1.154150e-03
34,15,2.112390e-03,8.141797e-03,1.726039e-05
34,16,-1.322993e-03,-2.156958e-04,1.796836e-06
34,17,1.474053e-02,7.641617e-03,2.231681e-05
34,18,-3.586211e-02,1.053648e-02,5.284275e-04
34,19,2.839917e-01,-2.187171e-03,9.400649e-06
35,0,-3.288233e-02,-4.162751e-02,1.517957e-03
35,1,1.924873e-02,-2.082408e-02,1.530264e-04
35,2,2.095395e-02,-1.375205e-02,3.663955e-04
35,3,-2.746970e-02,5.694871e-03,3.066575e-04
35,4,-3.913713e-02,-1.788242e-01,2.277712e-03
35,5,1.629690e-03,1.149319e-01,4.950831e-03
35,6,1.100401e-02,-3.394383e-03,1.326101e-04
35,7,2.123828e-02,-2.147916e-02,1.372506e-05
35,8,1.132818e-01,-7.955066e-03,1.947617e-04
35,9,4.690515e-02,1.933668e-02,2.574000e-03
35,10,1.602277e-02,-2.055357e-02,4.562770e-04
35,11,-2.063085e-02,-1.394523e-01,2.816752e-03
35,12,-1.998870e+00,-6.657084e-02,4.087167e-01
35,13,2.500814e-01,1.549395e-02,5.934912e-03
35,14,1.825562e-01,1.740167e-01,1.154150e-03
35,15,-1.035137e-03,1.380958e-02,1.726039e-05
35,16,-3.019220e-03,-6.371478e-04,1.796836e-06
35,17,9.051568e-04,4.259661e-03,1.896402e-05
35,18,-9.360789e-03,-1.140646e-02,2.177316e-04
35,19,2.208650e-01,-8.825803e-03,9.400649e-06
36,0,-2.375967e-02,1.319347e-01,1.517957e-03
36,1,-2.403057e-02,-1.886335e-02,1.530264e-04
36,2,-2.115976e-02,-1.567345e-02,3.663955e-04
36,3,-4.440107e-03,2.841435e-02,3.066575e-04
36,4,-5.667069e-02,8.218343e-03,2.277712e-03
36,5,-4.694681e-02,2.161313e-01,4.950831e-03
36,6,9.566282e-02,1.447395e-03,1.326101e-04
36,7,1.475479e-02,-1.235973e-02,1.372506e-05
36,8,4.044942e-02,-1.263858e-02,1.947617e-04
36,9,-1.939471e-03,1.216309e-01,2.574000e-03
36,10,2.506762e-02,1.291393e-02,4.562770e-04
36,11,9.148601e-03,2.859858e-02,9.015759e-04
36,12,-1.224344e+00,-2.874388e-02,4.087167e-01
36,13,4.643871e-02,2.702075e-02,2.886674e-03
36,14,5.196039e-02,1.839326e-02,1.154150e-03
36,15,-1.562456e-03,-5.507132e-04,2.744552e-06
36,16,-1.758258e-03,-4.723241e-04,1.796836e-06
36,17,-1.328697e-02,3.944976e-04,1.896402e-05
36,18,1.920130e-02,-2.155751e-02,2.177316e-04
36,19,-2.894058e-02,-4.364772e-03,9.400649e-06
37,0,-1.516378e-03,1.625932e-01,1.517957e-03
37,1,-1.560400e-02,-1.355548e-02,1.530264e-04
37,2,-2.313590e-02,-1.482773e-02,3.663955e-04
37,3,-1.909777e-02,2.406380e-02,3.066575e-04
37,4,-1.516919e-02,1.255328e-01,2.277712e-03
37,5,-1.862165e-02,-1.603594e-01,4.950831e-03
37,6,-2.403289e-02,-3.212735e-03,1.326101e-04
37,7,-2.611542e-02,-3.730707e-03,1.372506e-05
37,8,-6.141245e-02,-7.635487e-03,1.947617e-04
37,9,4.090769e-02,8.960333e-02,2.574000e-03
37,10,-7.094006e-03,4.154255e-02,4.562770e-04
37,11,2.107455e-02,1.180975e-01,9.015759e-04
37,12,1.433530e+00,-2.524902e-01,4.087167e-01
37,13,-5.391447e-02,-9.559783e-03,2.886674e-03
37,14,-5.555562e-02,-9.145248e-02,1.154150e-03
37,15,-1.842468e-03,-1.262521e-02,2.744552e-06
37,16,5.681465e-05,8.700386e-05,1.079758e-08
37,17,-3.112290e-03,-9.050154e-04,1.050540e-05
37,18,1.066173e-02,-2.229307e-02,2.177316e-04
37,19,-1.171178e-01,2.620243e-03,9.400649e-06
DONE,5.681465e-05,8.700386e-05,1.079758e-08
